4781.614000	5687.645000	668
5081.630000	5369.750000	674
4687.187000	5214.306000	696
4731.370000	5525.807000	630
4808.826000	5397.166000	628
4685.622000	5466.994000	633
5043.222000	5464.564000	689
4706.518000	5286.824000	636
4728.131000	5238.556000	656
4688.052000	5216.608000	703
4718.199000	5181.317000	662
4747.711000	5478.422000	623
4812.342000	5314.537000	685
4726.767000	5463.686000	649
4743.289000	5379.539000	670
4780.237000	5706.350000	641
4705.221000	5396.275000	661
4827.140000	5443.106000	650
4842.944000	5457.910000	661
4744.807000	5310.346000	656
4763.210000	5333.305000	662
4746.010000	5290.249000	616
4720.464000	5297.810000	667
4751.663000	5293.308000	664
4715.805000	5648.599000	703
4754.088000	5314.872000	690
4730.907000	5320.502000	622
4723.370000	5182.053000	627
4719.062000	5231.552000	687
4733.813000	5221.675000	644
4733.743000	5277.957000	650
4742.206000	5218.279000	680
4782.526000	5257.805000	587
4880.849000	5377.663000	663
4784.163000	5326.208000	596
4725.939000	5229.271000	672
4788.774000	5201.315000	643
4762.610000	5185.174000	642
4691.629000	5294.766000	643
4778.268000	5174.192000	698
4789.901000	5339.017000	664
4770.787000	5222.281000	623
4768.398000	5349.651000	602
4729.567000	5580.765000	656
4693.086000	5385.452000	642
4852.819000	5246.490000	646
4746.182000	5183.113000	641
4756.427000	5145.967000	658
4743.730000	5270.953000	638
4769.752000	5271.624000	648
4977.698000	5325.165000	650
4774.976000	5248.115000	602
4725.485000	5202.087000	667
4723.156000	5239.962000	700
4753.425000	5277.554000	667
4762.404000	5310.519000	675
4759.655000	5218.225000	640
4770.360000	5295.009000	688
4762.371000	5551.335000	686
4736.861000	5245.251000	615
4888.952000	5337.598000	659
4729.984000	5443.776000	642
4889.189000	5285.459000	725
5380.174000	5946.659000	657
5607.171000	6097.740000	673
5842.492000	5701.762000	649
5353.669000	6070.560000	672
5565.694000	5928.008000	623
5464.242000	6049.948000	642
5578.366000	5613.054000	660
5063.837000	5565.585000	652
5386.945000	6262.775000	631
5234.586000	5464.448000	635
5029.883000	5406.419000	624
4984.360000	5341.948000	668
4981.102000	5338.398000	665
4965.711000	5419.518000	640
4869.351000	5393.639000	634
5023.897000	5390.823000	665
4997.401000	5519.229000	641
5002.443000	5482.482000	620
5145.827000	5510.411000	677
5129.677000	5577.777000	639
4989.311000	5400.755000	672
5175.749000	5839.478000	617
5480.096000	6309.485000	666
5272.381000	5533.789000	691
5052.866000	5650.470000	668
5333.127000	5657.236000	693
5426.324000	6202.959000	636
5403.112000	5421.574000	644
4809.435000	5379.327000	605
5622.757000	5420.467000	614
4869.529000	5334.000000	655
5225.625000	5518.052000	666
5015.202000	5605.776000	685
4890.538000	5552.639000	625
4892.563000	5244.375000	635
4824.244000	5358.428000	656
5082.079000	5315.502000	632
