0.000000	3385.000000	279
15.000000	3354.000000	282
16.000000	3370.000000	328
0.000000	3369.000000	273
0.000000	3370.000000	274
15.000000	3354.000000	259
0.000000	3354.000000	292
0.000000	3369.000000	276
16.000000	3354.000000	279
0.000000	3369.000000	318
0.000000	3354.000000	294
0.000000	3354.000000	284
16.000000	3354.000000	306
0.000000	3354.000000	289
16.000000	3354.000000	261
15.000000	3370.000000	255
0.000000	3370.000000	266
15.000000	3354.000000	285
0.000000	3370.000000	290
0.000000	3369.000000	257
16.000000	3370.000000	265
15.000000	3354.000000	285
16.000000	3354.000000	280
15.000000	3370.000000	250
16.000000	3369.000000	278
0.000000	3354.000000	274
16.000000	3369.000000	273
0.000000	3354.000000	265
0.000000	3370.000000	270
15.000000	3354.000000	251
0.000000	3370.000000	246
0.000000	3369.000000	259
16.000000	3354.000000	263
16.000000	3354.000000	296
0.000000	3354.000000	264
0.000000	3369.000000	264
16.000000	3354.000000	257
0.000000	3354.000000	273
16.000000	3354.000000	238
0.000000	3369.000000	287
0.000000	3385.000000	278
0.000000	3370.000000	270
0.000000	3354.000000	273
15.000000	3354.000000	282
0.000000	3370.000000	283
0.000000	3369.000000	257
16.000000	3354.000000	252
16.000000	3354.000000	270
0.000000	3370.000000	283
15.000000	3354.000000	282
0.000000	3370.000000	288
0.000000	3370.000000	282
15.000000	3354.000000	285
16.000000	3369.000000	262
0.000000	3370.000000	270
16.000000	3354.000000	276
0.000000	3370.000000	311
15.000000	3354.000000	292
0.000000	3370.000000	283
16.000000	3369.000000	277
16.000000	3369.000000	274
0.000000	3370.000000	282
0.000000	3370.000000	251
15.000000	3354.000000	266
0.000000	3370.000000	278
0.000000	3385.000000	288
0.000000	3354.000000	308
16.000000	3369.000000	300
16.000000	3370.000000	272
0.000000	3369.000000	284
0.000000	3385.000000	281
0.000000	3354.000000	269
16.000000	3370.000000	284
0.000000	3369.000000	287
0.000000	3370.000000	274
0.000000	3369.000000	265
16.000000	3354.000000	287
0.000000	3370.000000	275
0.000000	3370.000000	295
15.000000	3370.000000	256
0.000000	3370.000000	261
15.000000	3354.000000	288
16.000000	3354.000000	279
0.000000	3369.000000	276
16.000000	3354.000000	284
16.000000	3354.000000	259
15.000000	3370.000000	268
15.000000	3370.000000	284
16.000000	3354.000000	269
15.000000	3370.000000	269
0.000000	3369.000000	278
0.000000	3370.000000	261
0.000000	3354.000000	277
0.000000	3369.000000	274
0.000000	3370.000000	304
0.000000	3369.000000	244
0.000000	3354.000000	265
0.000000	3370.000000	262
0.000000	3369.000000	278
16.000000	3370.000000	269
